tconst,titleType,startYear,runtimeMinutes,genres,averageRating,sex_code,violence_code,profanity_code,drug_code,intense_code,final_certificate
tt0052961,movie,1960,117.0,"Drama,War",7.6,2.0,2.0,1.0,1.0,3.0,T18
tt3419894,movie,2014,118.0,"Action,Crime",6.6,1.0,4.0,2.0,2.0,3.0,T16
tt5937296,movie,2016,101.0,Drama,7.6,1.0,2.0,1.0,3.0,2.0,K
tt0034902,movie,1942,81.0,"Action,Adventure,Romance",6.0,2.0,3.0,1.0,2.0,2.0,K
tt0780486,movie,2007,88.0,"Comedy,Drama,Romance",5.9,2.0,2.0,2.0,2.0,2.0,T16
tt2241403,movie,2013,87.0,"Action,Horror,Sci-Fi",5.0,1.0,4.0,3.0,2.0,3.0,T18
tt0022125,movie,1931,130.0,"Comedy,Drama,Romance",7.8,2.0,2.0,1.0,2.0,2.0,T18
tt13918550,movie,2022,93.0,"Action,Thriller",4.3,2.0,4.0,4.0,2.0,4.0,T16
tt0047149,movie,1954,71.0,"Horror,Mystery,Sci-Fi",3.5,1.0,2.0,1.0,2.0,2.0,P
tt0081268,movie,1980,94.0,"Comedy,Fantasy",5.2,2.0,1.0,2.0,1.0,1.0,K
tt14449392,movie,2021,86.0,Horror,5.1,2.0,4.0,1.0,3.0,3.0,T16
tt14895716,movie,2022,116.0,"Comedy,Horror,Sci-Fi",5.9,1.0,2.0,4.0,3.0,4.0,T16
tt5815940,movie,2016,144.0,"Mystery,Romance,Thriller",7.1,2.0,2.0,1.0,2.0,2.0,T16
tt0067976,movie,1971,94.0,"Action,Adventure,Crime",6.0,1.0,2.0,1.0,2.0,2.0,T18
tt0090556,movie,1986,96.0,Drama,7.6,1.0,2.0,1.0,2.0,3.0,T13
tt10235718,movie,2020,96.0,"Comedy,Romance",4.9,2.0,2.0,3.0,3.0,1.0,T13
tt12545566,movie,2022,117.0,"Comedy,Drama,Romance",5.8,1.0,1.0,1.0,2.0,1.0,K
tt9686154,movie,2019,103.0,Drama,7.1,2.0,2.0,2.0,2.0,2.0,K
tt0480251,movie,2006,104.0,"Comedy,Romance",6.4,2.0,1.0,1.0,1.0,1.0,T16
tt1831806,movie,2012,82.0,"Drama,Horror,Thriller",4.7,3.0,4.0,2.0,2.0,3.0,T16
tt2293750,movie,2013,86.0,Thriller,4.6,2.0,4.0,3.0,2.0,4.0,T16
tt4729896,movie,2017,95.0,Drama,6.9,1.0,1.0,2.0,1.0,3.0,T13
tt0062827,movie,1967,101.0,"Sci-Fi,Thriller",5.9,1.0,1.0,1.0,2.0,1.0,K
tt1548628,tvMovie,2011,90.0,Horror,3.8,2.0,4.0,2.0,2.0,3.0,T16
tt0047860,movie,1955,149.0,"Drama,Romance,War",6.4,2.0,2.0,1.0,2.0,1.0,T18
tt2319739,movie,2012,80.0,"Drama,Sci-Fi",6.2,1.0,2.0,1.0,1.0,3.0,T13
tt0056289,movie,1962,123.0,"Comedy,Mystery",6.7,2.0,2.0,1.0,2.0,2.0,T18
tt6598072,movie,2018,77.0,Horror,5.1,2.0,4.0,3.0,4.0,3.0,T16
tt7176054,movie,2020,118.0,"Action,Sci-Fi,Sport",4.7,2.0,2.0,1.0,1.0,2.0,K
tt0053690,movie,1960,131.0,"Comedy,Musical",6.3,2.0,1.0,1.0,2.0,1.0,T13
tt1839482,movie,2013,86.0,"Action,Drama,Thriller",5.6,1.0,1.0,1.0,4.0,1.0,T13
tt2622826,tvMovie,2014,82.0,"Action,Adventure,Comedy",2.3,1.0,3.0,2.0,1.0,2.0,T13
tt0090799,movie,1986,76.0,"Adventure,Animation,Comedy",5.4,1.0,2.0,1.0,1.0,2.0,P
tt0097276,movie,1989,119.0,"Comedy,Drama,Romance",6.6,2.0,2.0,2.0,2.0,3.0,T16
tt0041513,movie,1949,87.0,"Crime,Drama,Family",7.6,1.0,2.0,3.0,2.0,2.0,K
tt0080172,movie,1978,105.0,"Action,Comedy",7.6,2.0,3.0,1.0,1.0,1.0,P
tt0080527,movie,1980,93.0,"Horror,Sci-Fi",5.4,2.0,3.0,2.0,2.0,3.0,T16
tt0086340,movie,1982,83.0,"Action,Adventure,Fantasy",4.4,3.0,3.0,1.0,2.0,2.0,T16
tt0094238,movie,1986,76.0,"Adventure,Animation,Family",7.2,1.0,2.0,1.0,2.0,2.0,K
tt0991150,movie,2006,95.0,"Comedy,Crime,Family",4.7,2.0,2.0,2.0,2.0,2.0,K
tt1754078,movie,2011,82.0,Drama,6.9,1.0,1.0,2.0,2.0,1.0,K
tt0155110,video,1998,84.0,"Comedy,Family",4.0,1.0,1.0,1.0,1.0,1.0,K
tt0290382,tvMovie,2003,251.0,"Adventure,Family,Fantasy",5.6,1.0,2.0,1.0,1.0,2.0,K
tt3449006,movie,2016,100.0,Horror,5.2,3.0,4.0,4.0,3.0,4.0,T16
tt5989220,movie,2017,69.0,Drama,6.5,1.0,1.0,1.0,2.0,1.0,T13
tt3758852,movie,2017,100.0,"Crime,Drama,Thriller",4.5,1.0,3.0,4.0,2.0,2.0,T16
tt0064074,movie,1969,90.0,"Comedy,Sci-Fi",6.1,1.0,1.0,1.0,1.0,1.0,T13
tt6090044,movie,2018,77.0,"Horror,Thriller",2.3,3.0,4.0,4.0,2.0,3.0,T16
tt8750702,movie,2019,86.0,"Biography,Documentary,Drama",7.9,4.0,4.0,2.0,3.0,4.0,K
tt1161404,movie,2009,83.0,Horror,4.4,4.0,4.0,4.0,4.0,4.0,T16
tt7052494,movie,2019,87.0,"Action,Drama,Sport",4.5,1.0,2.0,3.0,3.0,2.0,T16
tt0074400,movie,1976,140.0,"Drama,History,War",7.5,1.0,2.0,1.0,2.0,2.0,K
tt1843961,tvSpecial,2011,117.0,Music,8.3,2.0,1.0,3.0,1.0,1.0,T16
tt3620418,movie,2015,90.0,"Action,Sci-Fi,Thriller",5.8,2.0,2.0,3.0,2.0,1.0,K
tt6061074,movie,2018,102.0,"Drama,Sport",6.4,2.0,2.0,4.0,2.0,2.0,T16
tt6333086,movie,2017,82.0,Drama,6.6,2.0,2.0,1.0,2.0,2.0,K
tt0084423,movie,1982,150.0,"Drama,History",7.3,3.0,1.0,1.0,2.0,2.0,T13
tt0993841,movie,2009,90.0,"Horror,Sci-Fi,Thriller",5.2,2.0,3.0,3.0,2.0,3.0,T18
tt0464799,tvMovie,2006,170.0,"Adventure,Fantasy,Horror",4.3,1.0,2.0,1.0,2.0,1.0,T18
tt1212986,tvMovie,2009,93.0,"Comedy,Family,Musical",5.5,1.0,1.0,4.0,1.0,1.0,P
tt6498644,movie,2017,135.0,"Biography,Documentary,Music",7.4,1.0,1.0,1.0,4.0,1.0,T16
tt5129510,movie,2016,115.0,"Biography,Drama,History",6.8,1.0,2.0,1.0,1.0,2.0,K
tt0085891,movie,1983,110.0,"Comedy,Drama,Romance",5.2,4.0,2.0,1.0,1.0,2.0,T16
tt0843873,video,2006,91.0,"Action,Adventure,Comedy",2.2,2.0,4.0,3.0,2.0,3.0,T16
tt7857374,movie,2019,97.0,"Action,Thriller",5.5,1.0,4.0,3.0,2.0,4.0,T13
tt0036940,movie,1944,85.0,"Drama,Family,Music",7.1,1.0,2.0,1.0,2.0,2.0,T18
tt1046171,movie,2011,100.0,"Drama,Romance",4.4,2.0,2.0,2.0,2.0,2.0,T16
tt2272336,movie,2013,84.0,"Comedy,Horror",4.2,3.0,3.0,3.0,3.0,4.0,T16
tt6020428,movie,2018,114.0,"Action,Drama,History",6.0,1.0,4.0,2.0,1.0,3.0,T16
tt8879946,movie,2018,97.0,"Biography,Documentary,Sport",7.8,1.0,1.0,1.0,2.0,2.0,K
tt1043835,movie,2007,145.0,"Crime,Drama,Thriller",6.3,4.0,4.0,4.0,1.0,4.0,T16
tt10778840,movie,2020,129.0,"Drama,Mystery,Thriller",6.0,2.0,4.0,4.0,4.0,4.0,T13
tt4374286,movie,2018,105.0,"Action,Fantasy,Horror",6.1,1.0,4.0,3.0,1.0,4.0,T18
tt0026866,movie,1935,85.0,"Drama,Fantasy,Music",6.9,1.0,1.0,1.0,1.0,1.0,K
tt0085764,movie,1983,88.0,Comedy,4.4,3.0,2.0,2.0,1.0,1.0,T16
tt0151239,movie,1999,87.0,"Horror,Mystery,Thriller",5.1,1.0,4.0,3.0,2.0,4.0,T16
tt10935956,movie,2022,175.0,"Action,Drama,History",8.1,2.0,4.0,2.0,3.0,3.0,T13
tt0046094,movie,1953,99.0,"Comedy,Romance",6.7,1.0,1.0,1.0,3.0,1.0,T18
tt1754944,movie,2011,95.0,Romance,5.1,2.0,3.0,4.0,1.0,4.0,T13
tt1791681,movie,2014,100.0,"Horror,Mystery,Thriller",3.8,1.0,2.0,1.0,1.0,2.0,T16
tt0071221,movie,1974,85.0,Action,6.2,1.0,3.0,2.0,2.0,2.0,T18
tt0091003,movie,1986,96.0,"Action,Adventure,Fantasy",4.8,2.0,2.0,2.0,2.0,2.0,T13
tt0282267,tvSpecial,2001,225.0,"Action,Sport",9.1,2.0,4.0,3.0,1.0,3.0,T13
tt0039515,movie,1947,96.0,"Crime,Drama,Film-Noir",6.8,1.0,2.0,1.0,2.0,1.0,K
tt0193854,movie,2000,114.0,"Drama,Sport",6.2,2.0,3.0,4.0,2.0,3.0,T16
tt9058820,tvMovie,2018,100.0,"Comedy,Drama,Romance",5.5,1.0,1.0,1.0,1.0,1.0,P
tt9526784,movie,2020,116.0,"Comedy,Drama,Mystery",6.5,2.0,1.0,2.0,2.0,1.0,T18
tt0039011,movie,1946,72.0,"Action,Adventure,Romance",6.1,1.0,1.0,1.0,2.0,1.0,K
tt3743126,tvMovie,2014,88.0,"Action,Adventure,Comedy",3.3,1.0,4.0,2.0,1.0,2.0,T13
tt7942746,movie,2019,87.0,"Comedy,Drama,Fantasy",4.8,1.0,3.0,3.0,1.0,3.0,T16
tt3402110,movie,2014,147.0,"Crime,Drama",6.8,3.0,4.0,4.0,2.0,3.0,T16
tt0091339,movie,1987,85.0,Horror,4.7,3.0,4.0,2.0,1.0,2.0,T16
tt7124092,movie,2019,92.0,"Action,Drama,Horror",3.9,3.0,3.0,3.0,3.0,3.0,T13
tt0028804,movie,1937,87.0,"Comedy,Romance",6.9,1.0,2.0,1.0,2.0,1.0,P
tt7883022,tvMovie,2018,85.0,"Biography,Drama,Romance",5.2,3.0,2.0,2.0,2.0,2.0,K
tt0041327,movie,1949,108.0,"Drama,Romance",6.9,2.0,2.0,1.0,2.0,2.0,P
tt0098219,movie,1989,102.0,"Biography,Crime,Drama",7.2,3.0,3.0,2.0,3.0,4.0,T13
tt4621016,movie,2015,114.0,"Biography,Documentary",7.4,2.0,1.0,2.0,1.0,1.0,K
tt0363579,movie,2004,104.0,Drama,6.7,3.0,1.0,3.0,4.0,1.0,T16
tt0431340,tvMovie,2004,88.0,"Comedy,Fantasy,Horror",3.8,2.0,3.0,2.0,1.0,2.0,T13
tt1388444,movie,2008,174.0,"Drama,Romance",7.3,2.0,1.0,1.0,3.0,1.0,K
tt10749786,movie,2019,108.0,"Drama,War",6.8,2.0,3.0,3.0,1.0,3.0,T13
tt6776572,movie,2017,100.0,"Crime,Drama,Thriller",7.1,2.0,2.0,1.0,4.0,3.0,T16
tt0161216,movie,2000,107.0,"Biography,Drama,Romance",6.4,2.0,3.0,3.0,2.0,2.0,T16
tt0063668,movie,1968,82.0,"Action,Adventure,Animation",6.6,2.0,2.0,1.0,1.0,2.0,P
tt10516086,movie,2019,82.0,Drama,5.8,4.0,1.0,2.0,2.0,2.0,T18
tt1699225,tvMovie,2011,95.0,"Drama,Family",7.6,1.0,1.0,1.0,2.0,1.0,K
tt0104553,movie,1992,100.0,"Comedy,Romance",7.2,2.0,2.0,2.0,2.0,1.0,K
tt12564514,movie,2020,95.0,"Drama,Romance",6.5,2.0,1.0,3.0,1.0,1.0,T13
tt0113542,movie,1995,91.0,"Biography,Crime,Drama",6.3,4.0,4.0,4.0,3.0,4.0,T16
tt0075433,movie,1976,83.0,"Drama,Horror,Thriller",5.7,3.0,3.0,3.0,3.0,3.0,T16
tt9056192,movie,2019,103.0,"Drama,Fantasy,Horror",6.0,2.0,3.0,3.0,2.0,2.0,T16
tt0092656,movie,1987,109.0,"Drama,Romance,Thriller",5.9,2.0,2.0,2.0,3.0,2.0,T16
tt0367232,movie,2004,90.0,Comedy,5.4,3.0,4.0,4.0,3.0,2.0,T16
tt0031851,movie,1939,62.0,"Horror,Mystery,Sci-Fi",5.7,1.0,2.0,1.0,1.0,2.0,K
tt0067524,movie,1971,101.0,"Comedy,Crime,Family",7.2,2.0,2.0,2.0,3.0,3.0,T18
tt4902904,movie,2017,91.0,"Comedy,Drama,Family",6.2,1.0,2.0,1.0,2.0,2.0,K
tt7470414,movie,2018,128.0,"Action,Adventure,Drama",5.4,1.0,3.0,2.0,2.0,4.0,P
tt1551621,movie,2009,112.0,"Action,Romance",6.0,1.0,4.0,2.0,3.0,4.0,T16
tt1693843,movie,2011,90.0,Comedy,4.7,3.0,3.0,4.0,3.0,2.0,T16
tt0042897,movie,1950,77.0,"Family,Sci-Fi",4.9,1.0,1.0,1.0,1.0,1.0,T18
tt0479199,movie,2007,94.0,"Horror,Mystery,Thriller",3.9,3.0,3.0,3.0,2.0,2.0,T18
tt1870527,movie,2011,88.0,"Action,Drama,Horror",4.2,2.0,2.0,2.0,2.0,3.0,T13
tt2183152,tvMovie,2013,90.0,"Mystery,Thriller",6.1,1.0,2.0,1.0,2.0,2.0,K
tt7205208,movie,2017,107.0,Drama,7.1,2.0,2.0,2.0,2.0,2.0,T13
tt9410034,movie,2021,86.0,Drama,6.6,2.0,2.0,3.0,2.0,1.0,K
tt0069956,movie,1972,93.0,"Adventure,Horror,Romance",5.4,4.0,4.0,3.0,2.0,4.0,T18
tt0079138,movie,1979,91.0,"Drama,Sport",5.4,3.0,2.0,3.0,2.0,2.0,T16
tt0089009,movie,1985,96.0,Thriller,6.5,2.0,2.0,2.0,2.0,3.0,K
tt0094869,movie,1988,104.0,Drama,6.6,1.0,3.0,2.0,2.0,2.0,T16
tt0117179,tvMovie,1996,92.0,"Action,Drama,Family",5.7,1.0,2.0,2.0,1.0,2.0,K
tt1772270,movie,2012,143.0,"Crime,Drama",6.1,1.0,2.0,3.0,2.0,1.0,T13
tt5314190,movie,2018,84.0,"Adventure,Animation,Family",6.9,1.0,2.0,1.0,2.0,2.0,K
tt0384696,video,2004,65.0,"Adventure,Animation,Comedy",6.3,1.0,2.0,1.0,1.0,2.0,P
tt12412166,movie,2021,100.0,"Horror,Thriller",5.2,2.0,4.0,3.0,2.0,3.0,T16
tt1835955,movie,2012,101.0,"Drama,Horror,Mystery",5.3,4.0,4.0,4.0,2.0,4.0,T13
tt0033760,movie,1941,64.0,"Crime,Drama,Horror",5.2,1.0,2.0,1.0,2.0,2.0,K
tt0077318,movie,1978,122.0,"Biography,Crime,Drama",7.3,3.0,4.0,4.0,3.0,4.0,T18
tt7006938,tvMovie,2017,89.0,"Comedy,Drama,Family",6.6,1.0,1.0,1.0,1.0,1.0,P
tt0119502,movie,1997,92.0,"Biography,Drama,Romance",5.5,3.0,2.0,2.0,2.0,1.0,T16
tt7738048,movie,2019,127.0,"Action,Crime,Drama",6.3,2.0,4.0,4.0,2.0,4.0,T13
tt1500512,movie,2011,94.0,"Drama,Romance",6.0,2.0,2.0,1.0,2.0,2.0,T13
tt6365796,movie,2018,102.0,"Biography,Drama,Sport",7.5,4.0,4.0,4.0,4.0,4.0,T16
tt0028219,movie,1936,74.0,"Comedy,Crime,Mystery",5.9,1.0,2.0,1.0,3.0,2.0,P
tt0084357,movie,1982,90.0,Horror,5.8,4.0,4.0,2.0,2.0,3.0,T18
tt0058123,movie,1964,97.0,"Crime,Drama,Romance",7.0,2.0,2.0,1.0,2.0,2.0,T18
tt9248110,movie,2020,89.0,"Drama,Thriller",5.2,1.0,3.0,4.0,3.0,3.0,T13
tt0058437,movie,1964,96.0,"Crime,Drama,Western",6.2,2.0,2.0,1.0,1.0,2.0,T18
tt2288005,movie,2012,92.0,"Adventure,Animation,Family",5.6,1.0,2.0,1.0,1.0,2.0,P
tt0070003,tvMovie,1974,98.0,"Drama,Horror",6.1,2.0,2.0,2.0,2.0,3.0,T18
tt0096341,video,1987,91.0,"Horror,Sci-Fi",4.4,2.0,3.0,2.0,2.0,2.0,T13
tt0116503,movie,1996,82.0,"Comedy,Horror",5.3,4.0,2.0,3.0,1.0,1.0,T16
tt1733125,tvMovie,2012,90.0,"Action,Adventure,Fantasy",4.4,3.0,4.0,2.0,2.0,4.0,K
tt2991516,movie,2013,86.0,Horror,3.1,1.0,4.0,3.0,2.0,4.0,T18
tt5157052,movie,2017,92.0,"Horror,Thriller",4.4,3.0,2.0,2.0,1.0,3.0,T16
tt0074963,movie,1976,111.0,"Comedy,Drama",7.0,2.0,2.0,3.0,3.0,2.0,T18
tt11561866,movie,2020,110.0,Animation,5.9,3.0,4.0,4.0,3.0,4.0,K
tt4059702,movie,2016,90.0,"Action,Adventure,Drama",3.0,1.0,3.0,2.0,2.0,3.0,T13
tt0070814,movie,1973,103.0,"Adventure,Family,Musical",6.4,2.0,2.0,2.0,2.0,2.0,P
tt15391770,movie,2022,106.0,"Action,Sci-Fi,Thriller",4.6,2.0,4.0,4.0,3.0,4.0,T13
tt5375434,movie,2017,122.0,"Crime,Drama,Fantasy",6.5,2.0,2.0,2.0,1.0,3.0,T13
tt6776462,movie,2017,113.0,Drama,7.2,1.0,2.0,1.0,3.0,2.0,T13
tt0179074,movie,1999,87.0,Documentary,6.6,4.0,1.0,2.0,2.0,1.0,T16
tt1843120,movie,2010,119.0,"Action,Crime,Drama",6.6,1.0,4.0,3.0,4.0,4.0,T18
tt0084698,movie,1982,93.0,"Drama,Music",6.7,2.0,2.0,3.0,3.0,2.0,T16
tt4699202,movie,2017,107.0,"Crime,Thriller",6.4,2.0,3.0,2.0,2.0,3.0,T16
tt0090065,movie,1985,100.0,"Action,Adventure,Animation",6.4,2.0,3.0,2.0,2.0,3.0,K
tt13774454,movie,2021,82.0,"Action,Comedy",6.1,2.0,2.0,3.0,2.0,2.0,K
tt5672286,movie,2017,101.0,"Drama,Sport",7.3,3.0,3.0,2.0,4.0,3.0,T13
tt0035521,movie,1942,120.0,"Drama,Fantasy,Romance",7.3,2.0,2.0,1.0,2.0,2.0,T18
tt0071566,movie,1974,120.0,"Adventure,Thriller",5.7,2.0,3.0,2.0,2.0,2.0,T18
tt0114759,tvMovie,1995,104.0,"Biography,Drama,Sport",6.2,2.0,2.0,3.0,2.0,1.0,T13
tt0984204,video,2008,94.0,"Action,Crime,Thriller",5.6,2.0,4.0,3.0,2.0,4.0,T16
tt0082648,movie,1981,98.0,"Action,Adventure,Western",4.9,1.0,4.0,2.0,2.0,3.0,T13
tt1163752,movie,2008,110.0,"Comedy,Drama,Family",7.5,1.0,3.0,2.0,2.0,3.0,K
tt5340362,tvMovie,2016,84.0,"Comedy,Romance",6.5,1.0,1.0,1.0,1.0,1.0,P
tt10011228,movie,2020,87.0,"Action,Thriller",5.3,3.0,3.0,3.0,2.0,3.0,T13
tt1133989,movie,2008,88.0,"Drama,Romance",6.7,2.0,1.0,3.0,3.0,1.0,T13
tt12950902,tvMovie,2020,84.0,"Drama,Romance",6.0,1.0,1.0,1.0,1.0,2.0,P
tt4329242,movie,2018,100.0,"Comedy,Romance",5.8,1.0,1.0,2.0,1.0,1.0,T13
tt0048919,movie,1956,103.0,"Crime,Mystery,Thriller",6.9,1.0,2.0,1.0,2.0,2.0,K
tt0101591,movie,1991,96.0,"Comedy,Horror,Sci-Fi",4.4,3.0,4.0,3.0,2.0,2.0,T16
tt0110891,movie,1994,107.0,"Adventure,Drama",5.5,3.0,2.0,2.0,3.0,2.0,T16
tt0923714,movie,2006,117.0,"Action,Crime,Drama",7.2,1.0,2.0,2.0,2.0,1.0,T13
tt0084783,movie,1982,103.0,Drama,6.4,2.0,3.0,2.0,3.0,3.0,K
tt5124096,movie,2015,122.0,"Action,Drama,Romance",6.0,3.0,2.0,2.0,2.0,2.0,K
tt6285672,movie,2018,78.0,"Comedy,Drama",5.6,2.0,2.0,3.0,3.0,1.0,T18
tt2146960,movie,2012,124.0,"Crime,Drama,Thriller",8.3,4.0,4.0,4.0,4.0,4.0,T13
tt0855824,movie,2006,115.0,"Drama,Romance",6.9,3.0,1.0,1.0,1.0,1.0,T13
tt0064728,movie,1969,93.0,"Action,Crime,Drama",6.0,3.0,3.0,2.0,2.0,3.0,T16
tt0371920,movie,2004,95.0,"Action,Horror,Sci-Fi",3.1,3.0,4.0,4.0,4.0,4.0,T16
tt0486636,movie,2006,100.0,"Comedy,Drama",6.3,2.0,2.0,2.0,2.0,2.0,K
tt1785288,movie,2017,90.0,"Drama,Thriller,War",5.6,2.0,2.0,2.0,2.0,2.0,T16
tt4915318,movie,2016,85.0,"Adventure,Crime,Thriller",4.2,3.0,2.0,2.0,2.0,2.0,T13
tt7886442,movie,2018,87.0,"Action,Crime,Drama",4.6,3.0,4.0,3.0,2.0,2.0,T18
tt2299248,tvMovie,2013,92.0,"Biography,Drama,History",6.7,1.0,3.0,1.0,2.0,3.0,T16
tt6852178,movie,2021,137.0,"Biography,Drama,History",6.7,2.0,2.0,2.0,2.0,2.0,T13
tt11165716,movie,2021,93.0,"Comedy,Drama,Sport",5.9,2.0,2.0,4.0,3.0,2.0,T13
tt0362942,movie,2004,90.0,"Action,Adventure,Sci-Fi",3.3,3.0,2.0,2.0,1.0,2.0,K
tt1462757,movie,2012,91.0,"Fantasy,Horror,Sci-Fi",4.9,2.0,2.0,3.0,3.0,2.0,T16
tt6173484,movie,2019,91.0,"Comedy,Drama",6.5,1.0,1.0,3.0,4.0,2.0,T13
tt9530198,tvMiniSeries,2019,119.0,"Biography,Documentary",7.8,3.0,3.0,2.0,1.0,3.0,T13
tt0459072,movie,2005,102.0,Drama,7.4,1.0,1.0,1.0,2.0,3.0,T16
tt6038042,movie,2019,99.0,"Comedy,Crime",5.6,2.0,3.0,4.0,3.0,2.0,T13
tt0369359,movie,2004,80.0,"Action,Comedy,Horror",4.7,1.0,3.0,3.0,1.0,4.0,T16
tt4881430,movie,2017,101.0,"Horror,Thriller",3.5,4.0,4.0,4.0,4.0,4.0,T18
tt0192263,tvMovie,2000,200.0,"Drama,History",7.8,3.0,3.0,1.0,2.0,1.0,K
tt1715320,movie,2012,83.0,"Comedy,Crime",4.8,1.0,3.0,3.0,1.0,1.0,T13
tt1823202,movie,2011,102.0,Drama,7.6,4.0,4.0,2.0,4.0,4.0,T18
tt0085248,movie,1983,103.0,"Adventure,Family",5.9,1.0,2.0,2.0,1.0,2.0,K
tt0013556,movie,1922,143.0,"Adventure,Family,Romance",7.1,2.0,2.0,1.0,2.0,2.0,K
tt0339785,tvMovie,2003,89.0,"Action,Crime,Drama",6.6,1.0,3.0,3.0,1.0,2.0,T13
tt2439946,movie,2012,86.0,"Action,Adventure,Sci-Fi",2.4,2.0,2.0,3.0,2.0,3.0,K
tt0068323,movie,1972,102.0,"Adventure,Drama,Western",6.5,2.0,3.0,2.0,1.0,2.0,P
tt1230211,movie,2009,95.0,"Horror,Thriller",5.0,2.0,4.0,3.0,3.0,2.0,T16
tt6329716,movie,2019,85.0,"Action,Adventure,Crime",4.2,1.0,3.0,3.0,1.0,3.0,T13
tt7056864,tvMovie,2017,100.0,"Biography,Crime,Drama",5.6,2.0,4.0,2.0,4.0,2.0,T13
tt8764358,movie,2020,92.0,"Horror,Thriller",4.6,2.0,4.0,3.0,1.0,3.0,T18
tt0157171,video,1999,94.0,"Fantasy,Horror,Mystery",3.8,3.0,3.0,3.0,2.0,2.0,T18
tt0071334,movie,1974,92.0,"Comedy,Drama,Romance",7.3,3.0,3.0,3.0,3.0,3.0,K
tt0080731,movie,1980,100.0,"Comedy,Crime,Fantasy",4.9,2.0,1.0,2.0,2.0,1.0,T18
tt0085994,movie,1983,99.0,"Action,Adventure,Comedy",6.1,1.0,3.0,2.0,2.0,3.0,K
tt12036052,movie,2020,86.0,"Adventure,Biography,Documentary",7.2,1.0,1.0,1.0,1.0,1.0,P
tt3013528,movie,2013,88.0,"Adventure,Comedy,Family",3.8,2.0,2.0,2.0,2.0,1.0,K
tt0033787,movie,1941,67.0,Adventure,5.2,1.0,1.0,1.0,1.0,1.0,T18
tt11695654,movie,2020,97.0,"Comedy,Horror,Music",5.9,2.0,4.0,3.0,2.0,3.0,T16
tt7343740,movie,2019,86.0,"Comedy,Drama,Music",6.5,1.0,1.0,2.0,2.0,1.0,T13
tt0089598,movie,1985,100.0,"Comedy,Romance",4.9,4.0,2.0,3.0,2.0,1.0,T18
tt0138545,movie,1990,78.0,"Drama,Fantasy",6.8,2.0,2.0,1.0,1.0,2.0,T13
tt3619772,movie,2014,130.0,"Drama,Thriller",4.4,3.0,3.0,2.0,2.0,2.0,T18
tt8485772,movie,2019,98.0,"Comedy,Horror",5.1,3.0,4.0,3.0,2.0,3.0,T16
tt0782154,movie,2007,103.0,"Action,Drama,Romance",6.9,2.0,4.0,2.0,2.0,3.0,T16
tt0901504,movie,2010,98.0,"Horror,Mystery,Thriller",4.4,1.0,3.0,3.0,2.0,3.0,T16
tt2544120,movie,2012,122.0,"Drama,History,Romance",6.1,4.0,3.0,2.0,3.0,3.0,T18
tt0059729,movie,1965,98.0,Drama,7.0,1.0,1.0,2.0,2.0,3.0,P
tt1686042,movie,2013,101.0,"Comedy,Drama,Romance",6.2,3.0,2.0,2.0,1.0,1.0,T16
tt7456534,movie,2018,82.0,"Comedy,Drama,Romance",5.8,2.0,1.0,2.0,2.0,1.0,T16
tt1235842,movie,2009,96.0,"Crime,Drama,Romance",5.9,3.0,2.0,1.0,1.0,2.0,T13
tt5022680,movie,2015,91.0,Horror,4.7,1.0,4.0,3.0,2.0,3.0,T18
tt0095958,movie,1987,97.0,"Drama,Thriller",6.2,2.0,4.0,3.0,2.0,4.0,T16
tt3885422,movie,2021,93.0,"Action,Adventure,Animation",6.4,3.0,4.0,2.0,2.0,4.0,T18
tt4106306,movie,2015,100.0,"Drama,Romance",5.8,3.0,2.0,3.0,4.0,2.0,T13
tt6711660,movie,2017,122.0,"Action,Crime,Thriller",6.9,3.0,3.0,3.0,2.0,3.0,T18
tt0093970,movie,1987,85.0,"Documentary,Music",8.0,2.0,1.0,2.0,1.0,2.0,T13
tt2400002,movie,2013,94.0,"Drama,Romance",6.7,4.0,3.0,3.0,2.0,2.0,T13
tt6688354,movie,2018,117.0,Horror,4.8,4.0,4.0,2.0,2.0,4.0,T16
tt1425922,movie,2013,93.0,"Drama,Family,Music",4.8,1.0,1.0,2.0,1.0,1.0,K
tt0306909,movie,2002,138.0,"Action,Comedy",7.1,3.0,4.0,3.0,2.0,3.0,T18
tt6219314,movie,2018,91.0,"Comedy,Drama",6.1,3.0,3.0,3.0,3.0,3.0,T13
tt8338076,movie,2021,100.0,"Comedy,Drama,Romance",6.2,1.0,1.0,2.0,3.0,1.0,T13
tt7087210,movie,2018,101.0,"Action,Drama,Thriller",5.4,3.0,4.0,4.0,3.0,3.0,T16
tt3667792,movie,2016,101.0,Drama,5.1,1.0,3.0,3.0,2.0,3.0,T18
tt4222718,movie,2014,117.0,"Comedy,Romance",6.9,3.0,3.0,2.0,1.0,2.0,T13
tt6069126,movie,2017,101.0,Drama,5.9,2.0,1.0,2.0,2.0,2.0,T13
tt8368294,movie,2020,105.0,"Action,Crime,Drama",5.0,1.0,2.0,2.0,3.0,2.0,T16
tt0913413,movie,2009,84.0,"Comedy,Drama,Music",4.0,2.0,1.0,2.0,2.0,1.0,T13
tt3246874,movie,2019,107.0,"Biography,Drama,Family",6.9,2.0,2.0,3.0,3.0,2.0,T13
tt4685554,movie,2016,89.0,"Adventure,Animation,Comedy",6.0,1.0,2.0,1.0,1.0,2.0,P
